mile,name,lon,lat
0,基隆端,121.73492855778625,25.12194037280433
1,基隆,121.72837301962282,25.115222035741038
2,八堵,121.72473959910859,25.106857816501016
5,大華系統,121.69868161206135,25.096886155201435
6,五堵,121.69452145498028,25.08886730072236
10,汐止,121.65859017130687,25.075781165996066
11,汐止系統,121.64919972609898,25.073395288541512
13,汐止端,121.63098035268865,25.06723653583235
15,東湖,121.61128417526454,25.065390833346374
17,內湖,121.59179787261543,25.064493493549467
23,圓山,121.59179787261543,25.064493493549467
25,台北,121.51512581877155,25.0778931788572
27,三重,121.51512581877155,25.0778931788572
32,五股轉接道,121.44727898909525,25.071369322718585
33,五股,121.4380293076157,25.068747599248315
35,高公局,121.4380293076157,25.068747599248315
36,泰山轉接道,121.4112220478286,25.058696396357384
41,林口,121.36738157378439,25.06501648406447
49,桃園,121.29792347104167,25.037817517251796
52,機場系統,121.2678257847311,25.014196322054424
55,中壢服務區,121.2527377977182,25.002497206317397
57,內壢,121.2387961213006,24.989667319779365 
59,中壢轉接一,121.22482408254797,24.9769038467042
60,中壢轉接二,121.21759410845856,24.97074703830529
62,中壢,121.20216819707844,24.95943075204522
65,平鎮系統,121.1893586501757,24.935500983238164
67,幼獅,121.1725138078447,24.926321813176077
69,楊梅,121.16483646425387,24.909825665975145
71,楊梅端,121.14997947896829,24.899912095556132
83,湖口,121.03693880260757,24.876870623198876
86,湖口服務區,121.01225894942995,24.86369085458609
91,竹北,121.01722176388778,24.82349263506209
95,新竹,121.0052066260465,24.789187590230025
99,新竹系統,120.9901978983826,24.759671511412208
110,頭份,120.9199644062472,24.694121633446404
125,頭屋,120.85971146329595,24.583025870174836
132,苗栗,120.82627271532961,24.528982084128018
140,銅鑼,120.78501968373615,24.476768933945657
150,三義,120.75916085076216,24.393996213739086
159,泰安服務區,120.71162626369406,24.326065992780233
160,后里,120.70548242646261,24.319004261719957
165,台中系統,120.69353042547057,24.27572614739603
168,豐原,120.69033725285131,24.24891619412733
174,大雅,120.65950287049779,24.206929172700292
178,台中,120.63423198772763,24.18075139286553
181,南屯,120.62037354696798,24.15739804536888
189,王田,120.58408413830958,24.11867077676422
192,彰化系統,120.5607423857628,24.104684930371498
198,彰化,120.52266987201382,24.069450442833165
207,埔鹽系統,120.50904054353688,23.99018577609411
211,員林,120.50652831093113,23.95440843741507
220,北斗,120.49051270890618,23.8754281080814
229,西螺服務區,120.48107522776228,23.79542961503153
230,西螺,120.47780618201337,23.78695914646692
235,虎尾,120.46833557164754,23.743526097395065
240,斗南,120.47411712707994,23.699725004621715
243,雲林系統,120.46122191983433,23.6755704418038
250,大林,120.43797689096884,23.616776591702052
257,民雄,120.41724803228779,23.55715640449884
264,嘉義,120.39499119799228,23.49835775868796
270,水上,120.3707886075218,23.449952821844104
272,嘉義系統,120.3606326783322,23.434532275014615
284,新營服務區,120.31551403919448,23.342758203480976
288,新營,120.29439984867989,23.31270720297824
299,下營系統,120.24193204275554,23.226779779094468
303,麻豆,120.23641823158093,23.191379561836325
311,安定,120.24198953650964,23.121723816592134
315,台南系統,120.25136647001266,23.086863543050274
319,永康,120.25304205590274,23.05094865517502
324,大灣,120.2482965152058,23.006581934353854
327,台南,120.24851247363624,22.979583470126283
330,仁德系統,120.24915476748862,22.95272924851175
335,仁德服務區,120.26389003933589,22.91035466905348
338,路竹,120.27596242776377,22.885755946772797
342,高科,120.2911687687631,22.852641989245317
349,岡山,120.3185987287507,22.795667962826364
356,楠梓,120.33444227013713,22.735116058399754
362,鼎金系統,120.32862233323324,22.681738847787074
367,高雄,120.33719330224713,22.63797641215321
369,瑞隆路,120.33670940519342,22.620032431550413
370,五甲系統,120.33883359032437,22.611281646158663
371,五甲,120.34250379520087,22.602975510043184
372,中山四路,120.33868458689537,22.594994238343403
373,漁港路,120.33215102391758,22.58840788585892
374,高雄,120.3275827743333,22.58506686120357
